"Competitor","Brand","Type","Model","Price","Processor","RAM","Storage","Screen","Form Factor","Cosmetic Grade"
"DiscountPC","Dell","Desktop","OptiPlex 7070 SFF","419.95","i7 Gen 9","","","","SFF","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 7400","420","i5 8th Gen","","","","","Cosmetic"
"DiscountElectronics","Dell","Unknown","OptiPlex","425","i5","","","","SFF","N/A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G6","425","Intel Core i5-10500T","16GB","256GB SSD","","Mini","Grade A"
"SystemLiquidation","Dell","Laptop","7420","425","Intel Core i5-1145G7","16GB","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5320","425","Intel Core i7-1185G7, 3.00GHz","16GB RAM","512GB M2 SSD","","","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","429","Intel Core i5-10500T, 2.3GHz","16GB","512GB NVMe","","Micro","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","429","Intel Core i5-10500T, 2.3GHz","16GB","512GB NVMe","","Micro","Grade A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","429","Intel Core i5-10500T, 2.3GHz","16GB","512GB M2 SSD","","Mini","Grade A"
"SystemLiquidation","Dell","Laptop","5410","429","Intel Core i5-10310U, 1.70GHZ","32GB","1TB M2 NVMe","","","Grade A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"SystemLiquidation","Dell","Desktop","OptiPlex 3070","439","Intel Core i7-9700T, 2.0GHz","32GB","1TB SSD","","Micro","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G6","445","Intel Core i5-10500T, 2.30GHz","16GB RAM","512GB SSD","","Mini","Grade A"
"SystemLiquidation","HP","Desktop","ProDesk 400 G6","445","Intel Core i5-10500T","32GB","1TB NVMe","","Mini","Grade A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6 Tower","449","Intel Core i5-10400, 2.9GHz","16GB RAM","512GB SSD","","Tower","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7320","449","Intel Core i5-1145G7, 2.60GHz","16GB","256GB M2 NVMe","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7420","449","Intel Core i5-1145G7","16GB","512GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5520","449","Intel Core i7-1185G7, 3.0GHz","16GB","256GB SSD","","","Grade A"
"SystemLiquidation","HP","Laptop","EliteBook 840 G7","449","Intel Core i7-10610U, 1.8GHz","16GB","512GB M2 SSD","","","Grade A"
"PCLiquidations","Dell","Desktop","OptiPlex 5060","449.99","Intel Core i5 (8500) 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5060","449.99","Intel Core i5 (8500) 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5060","449.99","Intel Core i5 (8500) 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5060","449.99","Intel Core i5 (8500) 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5060","449.99","Intel Core i5 (8500) 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 7410","450","i5","16GB","","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 3420","450","Core i5-1135G7","","","","","N/A"
"DiscountElectronics","HP","Unknown","ProDesk 600 G5 SFF","450","Core i5-9500","","","","SFF","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 3060 SFF","450","i5","16GB","SSD","","SFF","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 3060 Micro","450","","16GB","SSD","","Micro/Tiny","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 5070","450","i5","16GB","NVMe SSD","4K","Micro","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 5060 SFF","450","Core i5","","SSD","","SFF","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 7070 Micro","450","i5","16GB","256GB SSD","","Micro","N/A"
"PCLiquidations","HP","Desktop","ProDesk 600 G6","455","Intel Core i5-10500 Processor, 3.10GHz","16GB DDR4","500GB NVMe","","SFF","N/A"
"PCLiquidations","HP","Desktop","ProDesk 600 G6","455","Intel Core i5-10500 Processor, 3.10GHz","16GB DDR4","500GB NVMe","","SFF","N/A"
"PCLiquidations","HP","Desktop","ProDesk 600 G6","455","Intel Core i5-10500 Processor, 3.10GHz","16GB DDR4","500GB NVMe","","SFF","N/A"
"PCLiquidations","HP","Desktop","ProDesk 600 G6","455","Intel Core i5-10500 Processor, 3.10GHz","16GB DDR4","500GB NVMe","","SFF","N/A"
"PCLiquidations","HP","Desktop","ProDesk 600 G6","455","Intel Core i5-10500 Processor, 3.10GHz","16GB DDR4","500GB NVMe","","SFF","N/A"
"SystemLiquidation","HP","Desktop","ProDesk 600G4","455","Intel Core i7-8700, 3.2GHz","32GB RAM","1TB SSD","","Tower","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5420","455","Intel Core i7-1185G7, 3.00GHz","16GB","256GB NVMe","","","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12300T (4-Core, 2.30 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","1x Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","1x Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12300T (4-Core, 2.30 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12300T (4-Core, 2.30 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12100T (4-Core, 2.20 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","459","Intel Core i3-12300T (4-Core, 2.30 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"SystemLiquidation","HP","Laptop","EliteBook 840 G7","459","Intel Core i7-10610U, 1.8GHz","16GB","512GB M2 SSD","","","Grade A"
"SystemLiquidation","HP","Laptop","EliteBook 840 G7","459","Intel Core i7-10610U, 1.8GHz","16GB","512GB M2 SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7410","459","Intel Core i7-10610U, 1.8GHz","8GB","256GB NVMe","","","Grade A"
"DiscountElectronics","Dell","Laptop","Latitude 7420","460","11th Gen i5","","","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 5590","475","i7","","","","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 7060 Micro","475","i5","16GB","SSD","","Micro/Tiny","N/A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","475","Intel Core i5-10400","32GB","512GB SSD","","Tower","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB (2x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB (2x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","479","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","479.99","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","479.99","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070 Micro","479.99","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070 Micro","479.99","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","479.99","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad X1 Nano Gen 1","479.99","Intel Core i5-1130G7 Processor, 1.10 GHz","","","2K (2160x1350)","","N/A"
"DiscountElectronics","Lenovo","Laptop","ThinkPad T14","484","AMD Ryzen 7","32GB","","","","N/A"
"DiscountPC","Lenovo","Laptop","ThinkPad T14 G1","485.99","i5 Gen 10","8GB RAM","","","","N/A"
"PCLiquidations","HP","Laptop","EliteBook x360 1040 G7","489.99","Intel Core i7-108310U 1.10GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","HP","Laptop","EliteBook x360 1040 G7","489.99","Intel Core i7-108310U 1.10GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","HP","Laptop","EliteBook x360 1040 G7","489.99","Intel Core i7-108310U 1.10GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","HP","Laptop","EliteBook x360 1040 G7","489.99","Intel Core i7-108310U 1.10GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","HP","Laptop","EliteBook x360 1040 G7","489.99","Intel Core i7-108310U 1.10GHz","","","1920 x 1080 (FHD)","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 13"","490","Core i7","16GB","512GB","","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 7060 SFF","490","i5","16GB","SSD","","SFF","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","494.99","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","494.99","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","494.99","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","494.99","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","494.99","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"DiscountElectronics","HP","Unknown","ProDesk 600 G5 SFF","495","Core i7-9700","16GB","SSD","","SFF","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 5070 Micro","495","i5 9th Generation","16GB","256GB SSD Plus 1TB","","Micro","N/A"
"DiscountElectronics","Dell","Unknown","Optiplex 7060","495","Intel Core i5-8500 6 Core","","","","Tower","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","499","Intel Core i3-12300T (4-Core, 2.30 GHz)","32 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","499","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","32 GB (2x 16GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","499","Intel Core i3-12300T (4-Core, 2.30 GHz)","32 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","499","Intel Core i3-12300T (4-Core, 2.30 GHz)","32 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","499","Intel Core i3-12300T (4-Core, 2.30 GHz)","32 GB","256 GB SSD","","Micro","Grade A"
"DiscountElectronics","Dell","Laptop","Latitude 5500","499","i5","16GB","SSD","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 5510","499","i5","16GB","SSD","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude","499","i7","16GB","SSD","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 5590","499","Core i5","16GB","SSD","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude","499","i5","","","","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 7070 Micro","499","i5","16GB","256GB SSD + 1TB","","Micro","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex","499","i7","","","","SFF","N/A"
"DiscountElectronics","HP","Unknown","EliteDesk 800 G4 Micro","499","Core i5","32GB","1TB SSD","","Micro","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 5070 SFF","499","i5 9th Gen","16GB","256GB SSD","","SFF","N/A"
"SystemLiquidation","HP","Desktop","Prodesk 600 G6","499","Intel Core i5-10400, 2.9GHz","32GB RAM","1TB SSD","","SFF","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7070","499","Intel Core i7-9700, 3.0GHz","32GB","1TB NVMe SSD","","SFF","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7420","499","Intel Core i7-1165G7, 2.8GHz","16GB","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7420","499","Intel Core i5-1145G7, 2.60GHz","16GB","1TB NVMe","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7320","499","Intel Core i7-1185G7, 3.00GHz","16GB","256GB SSD","","","Grade A"
"DiscountPC","Dell","Desktop","OptiPlex 5080 SFF","499.99","i5 Gen 10","","","","SFF","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB (2x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB (2x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","509","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","524.94","Intel i5-9500 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","524.94","Intel i5-9500 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","524.94","Intel i5-9500 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","524.94","Intel i5-9500 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","524.94","Intel i5-9500 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 7070 SFF","525","i5 9th Gen","16GB","","","SFF","N/A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G6","525","Intel Core i5-10500T, 2.30GHz","32GB RAM","1TB M2 NVMe SSD","","Mini","Grade A"
"SystemLiquidation","HP","Laptop","EliteBook 840 G7","525","Intel Core i7-10610U, 1.8GHz","32GB","1TB M2 SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude E5570","525","Intel Core i7-6820HQ, 2.70GHz","8GB","256GB SSD","","","Grade A"
"PCLiquidations","Dell","Desktop","Optiplex 7090","525.99","Intel Core i7-10700 Processor, 2.90GHz","8GB DDR4","128GB NVMe SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","Optiplex 7090","525.99","Intel Core i7-10700 Processor, 2.90GHz","8GB DDR4","128GB NVMe SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","Optiplex 7090","525.99","Intel Core i7-10700 Processor, 2.90GHz","8GB DDR4","128GB NVMe SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7090","525.99","Intel Core i7-10700 Processor, 2.90GHz","8GB DDR4","128GB NVMe SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7090","525.99","Intel Core i7-10700 Processor, 2.90GHz","8GB DDR4","128GB NVMe SSD","","SFF","N/A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","529","Intel Core i7-10700T, 2.0GHz","16GB","512GB SSD","","Mini","Grade A"
"DiscountElectronics","Dell","Unknown","Optiplex 5060 Micro","535","6-Core i5","32GB","","","Micro","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7070","539","Intel Core i7-9700","64GB","2TB NVMe Drive","","SFF","Grade A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G6","539","Intel Core i7-10700T, 2.00GHz","16GB","512GB SSD","","Mini","Grade A"
