"Competitor","Brand","Type","Model","Price","Processor","RAM","Storage","Screen","Form Factor","Cosmetic Grade"
"PCLiquidations","Dell","Desktop","OptiPlex 5070","539.99","Intel Core i5-9500 Processor, 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5070","539.99","Intel Core i5-9500 Processor, 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5070 SFF","539.99","Intel Core i5-9500 Processor, 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5070 SFF","539.99","Intel Core i5-9500 Processor, 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 5070","539.99","Intel Core i5-9500 Processor, 3.0GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G9","549","Intel Core i7-12700, 2.1GHz","32GB RAM","512GB SSD","","Mini","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5420","549","Intel Core i7-1185G7","32GB","1TB NVMe","","","Grade A"
"DiscountElectronics","Dell","Laptop","Precision 3541","550","i7","16GB","SSD","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 5320","550","i7","16GB","512GB","","","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","559","Intel Core i7-10700T, 2.0GHz","32GB","512GB SSD","","Micro","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","559.99","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3520","561.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3520","561.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3520","561.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3520","561.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3520","561.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7070","565","Intel Core i7-9700, 3.0GHz","32GB","512GB NVMe Drive","","SFF","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7070","565","Intel Core i7-9700, 3.0GHz","32GB RAM","512GB SSD","","SFF","Grade A"
"DiscountPC","Dell","Laptop","Latitude 5401","569.99","i5 Gen 9","","","","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 5060 SFF","570","Core i5","32GB","1TB SSD","","SFF","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 15 7520","575","11th Gen i7","16GB","","","","N/A"
"SystemLiquidation","Dell","Laptop","Latitude 5520","575","Intel Core i7-1185G7, 3.0GHz","32GB","1TB NVMe SSD","","","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 7490","577.49","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","577.49","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","577.49","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","577.49","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7490","577.49","Intel i7-8650U 1.9 GHz","","","1366 x 768 (HD)","","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","579","Intel Core i7-10700T, 2.0GHz","32GB","1TB SSD","","Micro","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","579","Intel Core i7-10700T, 2.0GHz","32GB","1TB SSD","","Micro","Grade A"
"DiscountElectronics","Dell","Laptop","Latitude","580","i5","32GB","1TB SSD","","","N/A"
"DiscountElectronics","HP","Laptop","HP Windows 11 Laptop","580","Core i5","32GB","1TB SSD","","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 3000 Micro","595","i5-12500T","16GB","","","Micro","N/A"
"DiscountElectronics","Dell","Unknown","Optiplex 3070","599","","","","","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex","599","","","","","","N/A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","599","Intel Core i7-10700T, 2.0GHz","32GB RAM","1TB NVMe","","Mini","Grade A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","599","Intel Core i7-10700, 2.9GHz","32GB","1TB SSD","","SFF","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7320","599","Intel Core i7-1185G7, 3.00GHz","16GB","1TB SSD","","","Grade A"
"SystemLiquidation","Lenovo","Laptop","L13 Yoga G2","599","Intel Core i5-1145G7, 2.60GHz","16GB","512GB SSD","","","Grade A"
"DiscountPC","Dell","Laptop","Latitude 5501","599.99","i7 Gen 9","","","","","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","605","Intel Core i5-10500T, 2.3GHz","64GB","2TB NVMe","","Micro","Grade A"
"DiscountPC","Dell","Laptop","Latitude 5520","619.95","i5-1145G7","","","","","N/A"
"DiscountElectronics","Dell","Unknown","Optiplex","625","","","","","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","1x Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","639","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DiscountElectronics","Dell","Laptop","Latitude 5520","650","11th Gen i7","16GB","","","","Grade C"
"DiscountElectronics","Dell","Laptop","Latitude 7320","650","i7","16GB","","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 5330","650","i7-1265U","","","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 5320 2-in-1","675","i7","32GB","","","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex 7080","675","","","","","","N/A"
"SystemLiquidation","Dell","Laptop","Latitude 5430","685","Intel Core i5-1245U, 1.60GHz","8GB","256GB M2 SSD","","","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","689","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","689","1x Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","689","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","689","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","689","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DiscountPC","Dell","Laptop","Latitude 5520","689.99","i7 Gen 1185G7","","","","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB (2x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","1x Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB (2x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","1x Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i3-12300T (4-Core, 2.30 GHz)","16 GB","256 GB SSD","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","699","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade B"
"DiscountElectronics","Dell","Unknown","OptiPlex","699","","","","","","N/A"
"SystemLiquidation","Dell","Laptop","Latitude 5430","699","Intel Core i5-1245U, 1.60GHz","16GB","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5430","699","Intel Core i5-1245U, 1.60GHz","16GB RAM","256GB SSD","","","Grade A"
"DiscountPC","Dell","Laptop","Latitude 5420","699.99","i5 Gen 8","","","","","N/A"
"DiscountPC","Dell","Laptop","XPS 7390","699.99","i7 Gen 10","32GB RAM","1TB","","","Grade C"
"DiscountElectronics","Dell","Laptop","XPS 15 9500","700","i5-10300H","16GB","","","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","729","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DiscountElectronics","Dell","Unknown","OptiPlex 7080","735","","","","","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","1x Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","739","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DiscountElectronics","Dell","Unknown","OptiPlex 5080","750","","","","","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MT","769","1x Intel Core i3-12300 (4-Core, 3.50 GHz)","16 GB (2x 8GB)","512 GB (1x 512 GB SSD)","","Mini Tower","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MT","769","1x Intel Core i3-12300 (4-Core, 3.50 GHz)","16 GB (2x 8GB)","512 GB (1x 512 GB SSD)","","Mini Tower","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MT","769","1x Intel Core i3-12300 (4-Core, 3.50 GHz)","16 GB (2x 8GB)","512 GB (1x 512 GB SSD)","","Mini Tower","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MT","769","1x Intel Core i3-12300 (4-Core, 3.50 GHz)","16 GB (2x 8GB)","512 GB (1x 512 GB SSD)","","Mini Tower","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MT","769","1x Intel Core i3-12300 (4-Core, 3.50 GHz)","16 GB (2x 8GB)","512 GB (1x 512 GB SSD)","","Mini Tower","Grade A"
"DiscountElectronics","Dell","Laptop","Latitude 5520","775","i5 11th Gen","32GB","SSD","","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","779","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","779","1x Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","779","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","779","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","779","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","789","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","789","1x Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","789","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","789","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","789","Intel Core i5-12500T (6-Core, 2.00 GHz)","8 GB","256 GB SSD","","Micro","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5430","799","Intel Core i5-1235U, 4.40GHz","32GB","1TB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5430","799","Intel Core i5-1235U, 4.40GHz","32GB RAM","1TB SSD","","","Grade A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G5 Mini","815","Intel Core i7-9700T, 2.0GHz","64GB RAM","2TB SSD","","Mini","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","839","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","839","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","839","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","839","1x Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","839","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","839","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","839","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","839","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 SFF","839","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","16 GB (1x 16GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","839","Intel Core i5-12500T (6-Core, 2.00 GHz)","16 GB","512 GB SSD","","Micro","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7090","845","Intel Core i7-10700 2.9GHz","64GB","2TB NVMe SSD","","Tower","Grade A"
"DiscountElectronics","Dell","Unknown","OptiPlex 7490","850","","","","","","N/A"
"DiscountElectronics","Lenovo","Laptop","ThinkPad X1 Carbon Gen 10","875","Core i7-1270P","","","UHD 4K","","N/A"
"DiscountElectronics","Dell","Unknown","OptiPlex XE4","875","","","","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 9510","899","i7-10710U","16GB","","","","N/A"
"PCLiquidations","Dell","Desktop","Precision 3650","909.99","Intel Core i5-11600 6-Core (4.8GHz Boost) 65W TDP","16GB Dual Channel DDR4 3200MHz","256GB NVMe Gen3","","","N/A"
"PCLiquidations","Dell","Desktop","Precision 3650","909.99","Intel Core i5-11600 6-Core (4.8GHz Boost) 65W TDP","16GB Dual Channel DDR4 3200MHz","256GB NVMe Gen3","","","N/A"
"PCLiquidations","Dell","Desktop","Precision 3650","909.99","Intel Core i5-11600 6-Core (4.8GHz Boost) 65W TDP","16GB Dual Channel DDR4 3200MHz","256GB NVMe Gen3","","Tower","N/A"
"PCLiquidations","Dell","Desktop","Precision 3650","909.99","Intel Core i5-11600 6-Core (4.8GHz Boost) 65W TDP","16GB Dual Channel DDR4 3200MHz","256GB NVMe Gen3","","","N/A"
"PCLiquidations","Dell","Desktop","Precision 3650","909.99","Intel Core i5-11600 6-Core (4.8GHz Boost) 65W TDP","16GB Dual Channel DDR4 3200MHz","256GB NVMe Gen3","","Tower","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 7440","950","i7-1365U","32GB","","QHD+","","N/A"
"DiscountElectronics","Dell","Laptop","Precision 7560","950","11th Gen i7","","","","","N/A"
"DiscountElectronics","Dell","Laptop","Precision 7740","950","Xeon","32GB","SSD","","","N/A"
"DiscountElectronics","Lenovo","Laptop","ThinkPad X1 Carbon Gen 11","995","Core i7","32GB","1TB","FHD+","","N/A"
"DiscountElectronics","Dell","Laptop","XPS 15 9510","1100","i7-11800H","","","","","N/A"
"DiscountElectronics","Dell","Laptop","Precision 7560","1190","Xeon W-1185M","32GB","","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 7440","1275","13th Gen i7-1365U vPro","32GB","","QHD+","","N/A"
"DiscountElectronics","Dell","Laptop","Precision 7750","1650","i7","32GB","SSD","","","N/A"
"DiscountElectronics","Dell","Laptop","Precision 5750","1775","10th Gen i7-10850H","32GB","SSD","","","N/A"
"DiscountElectronics","HP","Unknown","EliteDesk 800 G4","1800","","","","","","N/A"
"DiscountElectronics","Dell","Laptop","Precision 5750","1850","i7-10750H","32GB","","","","N/A"
"DiscountElectronics","Dell","Unknown","Precision 5820 X-Series","2150","","","","","","N/A"
"DiscountElectronics","Dell","Unknown","Precision 5820 X-Series","2150","","","","","","N/A"
"DiscountElectronics","Dell","Laptop","XPS 17 9710","2250","11th Gen i9-11900H","","","","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3000 MFF","","1x Intel Core i5-12500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","256 GB (1x 256 GB SSD)","","Micro","Grade B"
"PCLiquidations","Dell","Laptop","Latitude 3500","","","","","","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","","Intel i5-8265U","","","","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","","","","","","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","","","","","","","N/A"